Month,year,actual income,actual expense,actual saving,Forcast income,Forcast expense,Forcast saving,Difference,Status
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
May,2023,20322,18022,2300,12317,31344.05,-19027.05,-21327,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jun,2023,7871,20071,-12200,11304,25557.78,-14253.78,-2054,Below Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Jul,2023,8101,26123,-18022,11355,19190.82,-7835.82,10186,Above Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Aug,2023,8178,17373,-9195,14408,24246,-9838,-643,Below Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Sep,2023,7926,25850,-17924,20023,18901.86,1121.14,19045,Above Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Oct,2023,16717,14541,2176,7195,16412.3,-9217.3,-11393,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Nov,2023,14240,22833,-8593,5295,19550.74,-14255.74,-5663,Below Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Dec,2023,3601,20654,-17053,4019,11516.3,-7497.3,9556,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Jan,2024,22974,29916,-6942,25952,28714.75,-2762.75,4179,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Feb,2024,12637,23807,-11170,17267,16870.03,396.97,11567,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Mar,2024,6840,16436,-9596,26117,16720.78,9396.22,18993,Above Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
Apr,2024,22782,15443,7339,4306,16726.65,-12420.65,-19759,Below Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
May,2024,4296,15823,-11527,20322,18021.87,2300.13,13827,Above Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jun,2024,13970,22554,-8584,7871,20070.77,-12199.77,-3616,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Jul,2024,19354,27716,-8362,8101,26122.96,-18021.96,-9660,Below Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Aug,2024,6655,22934,-16279,8178,17372.59,-9194.59,7084,Above Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Sep,2024,19948,19384,564,7926,25849.78,-17923.78,-18488,Below Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Oct,2024,12974,22984,-10010,16717,14541.21,2175.79,12186,Above Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Nov,2024,24139,23566,573,14240,22832.52,-8592.52,-9166,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
Dec,2024,6530,10939,-4409,3601,20654.33,-17053.33,-12644,Below Forecast
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
